Review,Rating,Sentiment
"1st watched 1/1/2003 - 3 out of 10(Dir-Henri Verneuil): Sober drama about a well-to-do Doctor who gets into trouble carrying on a relationship with a younger woman, whom his family brings in to live with them, as well as being married to another in the same household. His searching for happiness is not clear, but they do bring out the reason for his unhappiness rather well by displaying the overbearing trait of the females in his wife's line. Well played, but predictable drama.",3,0
"On Halloween a town is terrorized by a lunatic with a big pumpkin for a head. Bad acting compromised mostly of local talent and laughable special effects makes this one baaaaad. B-Movie Queen Linnea Quigley looks embarrassed to be a part of this one and even her considerable charm which has helped so many of her other films can't help this one. Pass this cheesy flick if you are looking for a good Halloween horror film and rent ""Night of the Demons"" which also stars Ms. Quigley.",4,0
"This movie spends most of its time preaching that it is the script that makes the movie, but apparently there was no script when they shot this waste of time! The trailer makes this out to be a comedy, but the film can't decide if it wants to be a comedy, a drama, a romance or an action film. Press releases indicated that Shatner and Hamlin made this movie because they loved the script (what were they thinking?). If you like William Shatner (I do) see ""Free Enterprise"" instead.",1,0
Possibly the worst movie I have ever seen. Pathetic in almost every way.I threw the DVD straight in the bin - I didn't even think it was fair to give it to the local thrift shop.The effects are beyond a joke. The dam control room looks like cardboard. The water looks way out of scale with the backgrounds - nothing works.Then there is the limp plot - about as much depth as a Scooby Doo cartoon.I couldn't wait for them all to drown.,1,0
"A bad movie ABOUT a bad movie. Is that original, or what? If it is, then that's the only good thing about it. The lovely Ally Sheedy couldn't stop this bomb from destroying movie theaters and VCR's everywhere. It should also be noted, that she, and the other actors hired by Danny Aiello's character were billed as themselves, as well as the characters they played in his D-rated film. Calling it a B-rated film, is too much of a compliment, and would lead to delusions of grandeur.",2,0
"If you have trouble dreaming you may give this movie a low rating. But you just have to realize this movie was not made to please everyone,just people with a sense of humor.For those people the movie is great! It plays on old Science fiction movies and radio shows long gone, most of witch where B-rated themselves. Along the lines of Spaceballs and Airplane 2, you may need to stretch your imagination a little bit to get the jokes, but it is well worth it.",9,1
"BASEketball is indeed a really funny movie. David Zucker manages to make us all laugh our heads off again, in a really silly, but many times smart, comedy.The 2 creators of South Park, the main actors in this film, play very good, surprisingly good actually, but this is the first time i see them as actors. The movie oftenly reminded me of South Park - one of my fav shows.It's a really good and funny film, so don't miss it.Vote: 7.5 out of 10.",7,1
"Not on the same level as Ring (or Ring 2) but still a good Japanese horror flick nonetheless. I wish North American horror producers would take a page out of the Japanese horror template and put more 'spookiness' and less cheap shocks in their flicks. Lots of good examples in this one, scenes where a whited out face is scene staring behind a young actress, photographs on a wall are suddenly glimpsed smiling, just for a second, and more. Worth checking out if you like the genre.",7,1
"I saw this movie tonight in a preview showing and it was fantastic. It does well in portraying issues that the average High School student is subjected to. I left the movie feeling stunned and saddened and yet grateful that this movie will have a chance to raise awareness through its audiences regarding these issues (bullying, rape, suicide and depression).Its a Fantastic Aussie Film.Go see it.Support it.Learn from it.",10,1
"I went into a screening of ""SISTER HELEN"" at the Sundance Film Festival and did not know what to expect.I was riveted by the people in this documentary. Sister Helen is an incredible character!!! The filmmakers captured the essence of Sister Helen's amazing soul and took me into a world unknown. I was thoroughly satisfied by the journey and was completely caught off guard by this film's ending.This film speaks to those who desire a second chance at life.",10,1
"not really sure what to make of this movie. very weird, very artsy. not the kind of movie you watch because it has a compelling plot or characters. more like the kind of movie that you can't stop watching because of the horrifically fascinating things happening on screen. although, the first time my wife watched this she couldn't make it all the way through... too disturbing for her. runs a bit long, but nonetheless a worthwhile viewing for those interested in very dark movies.",7,1
"As a SCUBA diver, I can appreciate the incredible physical strain the cameramen must have endured to get the shots underwater. This series is MUCH more than that, though. The narration is perfect, the scenes bordering on implausible and the subject matter enthralling. The day to day struggle for life taking place out of the view of we terrestrial dwellers is mind boggling. This DVD set has open my eyes to another planet right here on Earth. I urge everyone to watch this series.",10,1
"I can't even begin to imagine why everyone hates this movie so much. It had me literally crying with laughter several times (""I trust you slept well?"" ""actually, we had a bit of a rough night."" ""ah, the perils of adultery."").admittedly, the ending is a little flat, but still has its moments (the booger ball's obvious fake spalsh as flew into the ocean, ""beach house paradiso"").personally, i think this is the funniest movie i've ever seen.10/10",10,1
"I saw this movie in the theater when I was 14 and it changed my life. I immediately cut off my hair and began buying all of the records of the bands in the movie. These were some of the seminal bands of L.A. punk rock caught on film at the peak of their powers. Bands like Black Flag (pre-Rollins), Circle Jerks, Fear, X, and the Germs have few equals in the history of punk music. I can't believe this film has never been put out on video or DVD. Great movie for fans of punk rock.",10,1
"It's 3:30am.I just saw this movie about six minutes ago and it is fantastic.A teenage girl has a night of passion with her mom's lover and it ruins everybody's lives. The really interesting thing about this movie is that you can't really place the blame on any one person.Everyone performed perfectly, and the story was thought-provoking.You should definitely see this movie if you can get your hands on it.I give it a 10.",10,1
"I'm embarrassed to be writing this review. I say that because those of you reading it will know that I sat through the whole thing and that is embarrassing to admit even to strangers. But I just had to warn those who read the viewer comments on IMDb before they watch a film not to watch this one. It's the least I can do. This is a bad movie! Trust me. The plot is goofy. The acting is amateurish. And the directing, camera work, sets, costumes, etc. are all second rate. Let it go.",4,0
"This film is really unbelievable. I've seen so much cheap trash-movies, especially a lot 'Full Moon'-Pictures, but 'Dollman' is really hard. So much comes together: the laughable story, the actors always at the edge of parody and the special effects! How long I could talk about them! It is a really bad movie, but also one of the funniest ones. If you're a fan of bad movies to laugh about, you have to see it. And don't miss 'Dollman vs. Demonic Toys'. It really funnier and worse.",1,0
"Children love dinosaurs. It's somewhat part of their culture. But they've got The Land Before Time. The original. At least that movie had heart. This. This movie is just plain pathetic. Just because kids love dinosaurs doesn't mean you can just slap together any old story and show it to the children. This movie has no plot, the whole premise is stupid, and it's more by the numbers stuff. Not as soul sucking as Theodore Rex, but it's lightyears away from being a Land Before Time.",3,0
"A formulaic story with all the tired cliches. I was shocked that the horrible script became a movie! What a waste! How many ORIGINAL scripts are scattered around without being produced?  At the climax I could predict what will happen in every single shot. Oh, and don't even get me started about the idiotic sexual tension between the gorgeous female cop and the paralyzed cop who can barely move a finger. YEAH RIGHT. I CAN BUY THAT. What next? Fingers porn?",1,0
"one of the worst films I have EVER seen, but extremely funny (not on purpose though). Every scene that contains anything to do with; aircraft, romance, script or acting is badly messed up.I recommend this film for all pilots, it??s so bad that you should burst into laughter at some point in the film (also see Airport 79:the Concorde, for the same reason).Anyone else, avoid this film like the plague (except for fans of B-movies, of course)enjoy",1,0
"Movies just don't get worse than this. Horrible plot, terribly timed, pathetic characters and effects and yes this is using ""B"" standards.And for the guys: nothing, this movie is a terrible let down, couple scenes that could have been great but you get nothing but build up with no delivery.This movie appeals to no one, horrible movie,it had bad; plot, acting, ""B"" flavor, special effects and everything else. Plus no nudity or erotics for guys or the girls.",1,0
"I'm amazed that ""The Hospital"" has been so well-received by the critics and the public. I found it dreary, visually ugly and generally meaningless. After the first virtually unwatchable 40 minutes, the film does improve (relatively), but it remains WAY too far-fetched (not to mention unfunny) to be successful as a satire, and has too little substance to succeed as a drama. The film's uncertain tone is its biggest fault, overshadowing even Scott's terrific (as usual) performance.",4,0
"This would probably be a good film to see....provided you've already seen every other film in existence, and thoroughly explored the bellybuttons of yourself and those around you. God, this movie was unbelievably insipid, with some of the worst (or is it nonexistent) writing ever captured on film. There is no saving grace to this film; even the animatronics are kind of lame, and it's just a complete waste of time and money.Run. Fast. It's beyond horrible.",1,0
"He's the only reason to see this film. He gives a very good performance--much better than this crap deserves. He's very handsome and very talented--he deserves better than this. Also depressing is to see Malcolm McDowell in this. He's another talented actor who deserves better but, like Esai, he gives a very good performance. So, if you're fans of either of them you might want to watch. Otherwise, stay away. One more complaint--couldn't we have had more scenes of Esai shirtless?",2,0
"For a scientifically-engineered super-dog that was supposed to be the answer to petit crime, CHOMPS was a chump.All I ever saw Chomps do was sit, or walk, or run. Or run, then walk, then sit... and then get back up again and stretch, and then walk, and then jog to K-Tel dance hits. And sometimes it had all the answers to the daily Jumbo. But mostly it just sat a lot.All I am saying is: In a Celebrity Death Match, Chomps couldn't take out Mr. Bigglesworth.",2,0
Red Rock West is one of those rare films that keeps you guessing the entire time as to what will happen next. Nicolas Cage is mistaken for a contract killer as he enters a small town trying to find work. Dennis Hopper is the bad guy and no one plays them better. Look for a brief appearance by country singing star Dwight Yoakam. This is a serious drama most of the time but there are some lighter moments. What matters is that you will enjoy this low budget but high quality effort!,9,1
"I loved this mini series. Tara Fitzgerald did an incredible job portraying Helen Graham, a beautiful young woman hiding, along with her young son, from a mysterious past. As an anglophile who loves romances... this movie was just my cup of tea and I would recommend it to anyone looking to escape for a few hours into the England of the 1800's. I also must mention that Toby Stephens who portrays the very magnetic Gilbert Markham is reason enough to watch this wonderful production.",9,1
"Excellent plot within a plot within a plot. Shame about two of my film heroes having a good snog. Must be my upbringing:)Very well acted by all. You never quite know who's going to out-do who. The last little twist at the end allows for all to get their just deserts.Recommend to all. A harmless, tongue in cheek thriller which if it has any faults is probably Michael Caine's over-use of the word ""bloody"", but that's his signature, isn't it.9/10",9,1
"I had the privilege of attending a regional premiere for this, this is one of the funniest British movies ever, the plot is fantastic, focusing around a young girl, who unwittingly changes into her ideal man at a computer fair, whilst also creating a copy of herself, who falls in love with him, the film is full of jokes, both visual and aural, and has a bright and fresh feel to it, and the acting is of great quality, released in U.K. on July 2nd this film is a must, go see it!!!",10,1
i just saw Dick Tracy and I thought it was terrible. The paintings in the background of the cities looked awful. Also the mob characters looked too weird. Warren Beatty didn't do an awful job as Dick Tracy but it was definetely not one of his better performances. Madonna should just stick to singing. Glenne Headly did a good job in this movie. I gave this movie a 2/10 just because of the amazing acting by Al Pacino. It wasn't a high note in his career but he still did a good job.,2,0
"I saw this feature as part of the Asian American Film Festival in New York and was horrified by the graphic, sado-masochistic, child pornography that I witnessed. The story line is hidden beneath way too many graphic sex scenes - and, not one is in the least bit erotic - sick is the more the feeling. The director seemed to be going for shock value rather the exploring the various levels of why these characters are like this. See it if you can stomach it - I still have flashbacks.",3,0
"Remade today, this film would be a very creepy, very disturbing dark comedy. Stalking, obsession, and a web of lies and manipulations are given a 1948 gloss of aren't-they-cute harmlessness. Drake plays the stalker, an unabashed user of people, alternately pathetic and manipulative, Grant plays the stalking victim, alternately angry and oblivious.Vastly disturbing; I haven't been able to look at classic romances with the same suspension of disbelief since.",4,0
"Watching this movie was a waste of time. I was tempted to leave in the middle of the movie, but I resisted. I don't know what Ridley Scott intended, but I learned that in the army, women get as stupid as men. They learn to spit, to insult and to fight in combat, and that's also a waste of time (in my opinion). And, anyway, what the hell was that final scene in Lybia? Are they still fighting Gadafi or is it that it's easy for everyone to believe islamic people are always a danger?",1,0
"I think that this is a disappointing sequel. I miss a lot of the old characters (King Gator, Anne Marie, etc.), and I don't like it due to the fact that not even half of the original voices are back to do the characters. A lot of personality was lost in Charlie, and the villain Red is not even half as bad as Carface was in the first one. If you're a big ADGTH fan like I am, it's worth seeing just to see how the story is continued, but don't count on it being 5 stars in your book.",2,0
"The Shanghai Cobra starts out like gangbusters, with a rain soaked diner scene straight out of Shack Out on 101 or Gun Crazy (the first one). Unfortunately the film then proceeds to plod its weary way through a standard Chan formula that is only barely enlivened by the always wonderful Mantan Moreland. It's as if director Karlson blew half his budget in the first five minutes, just getting the set up the way he wanted it. Watch the beginning and think about The Phenix City Story.",4,0
I guess they reward idiocy today because whoever came up with the concept for this movie was not shot on sight.This is a morons delight. The worst stereo-types of every ghetto and high school movie is dragged out twisted around and made even more unbearable. Every character in this movie has a sob story beyond sympathy. Lets pray for a remake where the whole school gets nuked.***Spoiler*** how does a school so run down have the internet in the first place?,1,0
"I found this movie to be preachy and unrealistic. It tries to be a movie showing kids fighting against the system, but it doesn't even present a positive solution. I guess I didn't feel really for the kids. I totally can understand what their gripes were and I know how poor the state of schools are, but I found their solution and the way the outside dealt with it to be a big bunch of phooey. If this comes on TV, don't waste your time. Watch Short Circuit again for the 235th time.",3,0
"I found it highly interesting that the film actually managed to bridge the gap between my own american culture and that of the originators, i.e. chinese. It becomes a story about values, and causes the watcher to reevaluate their own choices in life, and loyalties toward institutions. Amazingly enough, it managed to do this in a gentle, mildly humorous manner, which only in retrospect seens threatening to one's status quo. I enjoyed the movie, and would watch it again if I could.",9,1
"I have always been a huge fan of ""Homicide: Life On The Street"" so when I heard there was a reunion movie coming up, I couldn't wait.Let me just say, I was not disappointed at all. It was one of the most powerful 2 hours of television I've ever seen. It was great to see everyone back again, but the biggest pleasure of all was to have Andre Braugher back, because the relationship between Pembleton and Bayliss was always the strongest part of an all-together great show.",10,1
"One of the few best films of all time. The change from Black and white to colour for the Heaven and Earth Sequences was Directorial excellence.The Plot is extremely clever, the complete film leaves you overwhelmed by all of the human emotions, and although a war film it doesn't discriminate. I must have seen this film more times than any other, and I never tire of it. It is a film that makes you question your own mortality and beliefs on what happens after our demise.",10,1
"One of the finest films ever made! Why it only got a 7.6 rating is a mystery. This film is a window into the world of the black experience in America. Should be mandatory viewing for all white people and all children above age 10. I recommend watching it with ""The Long Walk Home"" as a companion piece. If you think Whoopi Goldberg's work is about ""Homer and Eddie"" or ""Hollywood Squares,"" think again. Don't miss this movie, which should have won the Oscar. (And read the book, too!)",10,1
"In April of 1965, CBS broadcast the first of Barbra Streisand's monumental television specials. The show was not only a runaway ratings success, but garnered 5 Emmy awards as well. This is one of the most memorable moments of 1960's television and (unfortunately) the kind of television special they don't produce anymore. Filled with wonderful songs and a spectacular performance by Barbra, this special is a must view for any Streisand fan and anyone interested in early television.",10,1
"I really love this movie. I remember one time when I was in 2nd >grade, my teacher showed it to us on a 16mm film reel. This movie, however, can be a little frightening for 2nd graders such as the scene where Bill murders Nancy and seeing Fagin's face for the first time on the screen. One of my relatives is sick of seeing this movie because she studied over it in music class. If I were a teacher and could grade the people who produced this wonderful film, I would give them an A+.",10,1
"Just thinking about the movie, i laugh to myself. Anne Ramsey plays an unforgettable part as 'Momma,' probably the most nasty, yet hilarious matriarch ever captured on film. Danny Devito and Billy Crystal make a fabulous duo, bringing a true warmth to the film. Though not exceedingly complex, the cute story holds your attention, and keeps you laughing the whole way through. It's a fun comedy to lighten things up, and even will entertain the kids. I give it my full recommendation.",8,1
"In Landscape after the Battle, Andrzej Wajda in the second era of his filmmaking career, depicts emotional and psychological confusion in a former Nazi-prison in Poland, freed immediately after the WWII.A hand-held camera explores a lot of extreme close-ups and vivid colors. The end credit as graffiti on flanks of freight train cars symbolically concludes the film. The soundtrack is great, except Vivaldi, which sounds tacky in pop-art fashion, in the opening sequence.",7,1
I have no idea why everyone hates this movie to call it garbage a travesty an unexceptable sequel is just unfair i mean what else could they have made for a sequel then. Cause seriously I think it should have had a sequel (Rodney Dangerfield) says: hey everyone were all going to get laid and then a little dancing goffer and thats it thats the end of Caddyshack even though the film rating on first one was (R) and the second one was (PG) it was still lots of fun .(7/10),10,1
"This movie is hilarious. The laughs never stop. Every scene is packed to the limit with hilarious comedy. Chris Farley is a comic genius, and Spade plays his character to a tee. Farley was one of the best slap stick comics ever, and in this movie(as with all his movies) we see how much time and energy he devoted to portraying his character the way he saw fit. ""Tommy Boy"" is an excellent example of a comedy, it always makes me laugh, no matter how many times I have seen it before.",8,1
"I have always been a huge fan of ""Homicide: Life On The Street"" so when I heard there was a reunion movie coming up, I couldn't wait.Let me just say, I was not disappointed at all. It was one of the most powerful 2 hours of television I've ever seen. It was great to see everyone back again, but the biggest pleasure of all was to have Andre Braugher back, because the relationship between Pembleton and Bayliss was always the strongest part of an all-together great show.",10,1
"Murders are occurring in a Texas desert town. Who is responsible? Slight novelties of mystery and racial tensions (the latter really doesn't fit), but otherwise strictly for slasher fans, who will appreciate the gore and nudity, which are two conventional elements for these films.Dana Kimmell (of FRIDAY THE 13TH PART 3 infamy) stars as the bratty quasi-detective teen.*1/2 out of ****MPAA: Rated R for violence and gore, nudity, and some language.",3,0
"Penn takes the time to develop his characters, and we almost care about them. However there are some real problems with the story here, we see no real motivation for the evil brother's behavior, and the time line is screwed up. Supposedly set in 1963, the music is late 60s/early 70s. The references and dialogue is 70s/80s. The potential for a powerful climax presents itself, and Penn allows it to slip away. But even with all these difficulties it is worth the watch, but not great.",1,0
"This film is a pure failure. I am a Steve Martin fan, but even he can't save the tired idea and swiss cheese script. Think ""Police Academy 7"" and apply it to a military parody. Yuck.I DO NOT feel the other user comments reflected the poor rating this film received (and rightfully deserved!). It is extremely misleading. I have often seen this film marked down to $3.00 in the grocery store and now I certainly know why.If only I could get my 90 minutes back...",2,0
"This movie is entertaining enough due to an excellent performance by Virginia Madsen and the fact that Lindsey Haun is lovely. However the reason the movie is so predictable is that we've seen it all before. I've haven't read the book A Mother's Gift but I hope for Britney and Lynne Spears sake it is completely different than this movie. Unless you consider ending a movie with what is essentially a music video an original idea, the entire movie brings to mind the word plagiarized.",4,0
"This is a rip-off of already crappy hollywood movies like Scream and I Know What You Did Last Summer. The story is classic, some high-school students tries a prank on the class' asthmatic misfit but something goes wrong. Terribly wrong. When you watch the movie you know what'll happen before it happens all the time, not good if a movie tries to be scary. The actors are quite ok and the girls are cute (after all, they're asian) so i'll give it two out of five on the mojave'o'meter.",4,0
"One would think that with the incredible backdrop of WWII Stalingrad that the writers would come up with a script. Nope. There is NO story here! It's like porn, vignettes of violence interrupted by pathetic, rote, and meaningless dialogue.A bunch of Germans march around shooting and getting shot. Slowly there are fewer Germans to march around, shoot, and get shot. Then there are no Germans to march around, shoot, and get shot.Pretty bad.Chilcoot",3,0
"This movie was awful. It centered too much around Eddie, Clark Griswald's brother-in-law. Eddie works much better when changing good quips such as in ""Christmas Vacation"" and ""Vacation"".I really don't understand how a movie like this would be given the thumbs up. Now, don't get me wrong, I like Randy Quaid, but just felt this movie was totally wrong for him and for the character in general. This movie leaves much to be desired and really needed some bigger name actors.",1,0
"Amnesiac women who remove their clothes at the drop of a hat (or a blouse?) are about the only stand-out points in a film that is otherwise slow and aimless. Although the basic premise of the story offers a wealth of possibilities, they are never developed to any satisfying degree, and exposition is almost non-existent. A large proportion of the film is mere wanderings through the corridors of a multi-storied clinic/hospital. The overall effect is bleak and sterile, a la THX-1138.",4,0
"I watched about the first 30 - 40 minutes of this movie on television the other night and can agree that this is by far the worst of the series. Not any of it is funny, even Randy Quaid can't save this mess. Eric Idle wasn't funny in N.L. Euro. Vacation, and he's even worse here. The only funny scene is where they're at the airport and some guy dressed as Santa walks by the camera yelling ""Did anybody lose this?"" as he holds up a prosthetic leg...1/2 a star out of ****",1,0
"A really funny story idea with good actors but it misses somehow. The actors are older but none of them looked particularly good. They needed better make up,photography or something.It is supposed to be a love story and yet the film had more of the rough look of a street film. I liked the cast but I think the performances were rather bland. This is where the weakness of the director shows. Perhaps if Mrs. Spielberg had Mr. Spielberg directing it would have been a much better film.",4,0
"I liked this movie a lot. The animation was well done and the romance was cute. I liked most of Bryan Adams' songs and the Hans Zimmer score was excellent. What a lot of people don't realize is how well it relates to the Heart of Darkness/Apocalypse Now themes (what happens when so-called ""civilization"" invades someone elses home, what does it mean to be ""civilized"" etc.). The opening scenery and music were very stirring. The film is a lament to an America that was once beautiful.",10,1
"This is an interesting true story of Archie Grey Owl, Who dreamed of being an Indiain when he was a child until the age of 17 he was born in England then moved to Canada where he was adotped by Indiains and he writes collums in magazines and he wrote a book that caugt the attention of millions the book was of his life. But at the end he told his wife that he was not a real Indiain and she was fine with it and he died at the age of 43 two years after he went back into the wildness.",7,1
"I thought it was one of the best sequels I have seen in a while. Sometimes I felt as though I would just want someone to die, Stanley's killing off of the annoying characters was brilliant. It was such a well done movie that you were happy when so and so died. My only problem was in some scenes it looked like someone with a home camera was filming it and it was weird. Judd Nelson is cute, at least in my opinion and he was excellent in the role as Stanley Caldwell. Brilliant movie.",10,1
"I am a youth pastor's wife and we took some youth to see this film. We then spent an hour trying to explain it to them. They didn't get it and I didn't enjoy it. It is based on a concept that has run through all three of the major religions of the world (the Bible Code, the Torah Code and the Code in the Koran) and is so questionable as to be laughable. This is not a step forward for Christians in the arts, it is a step forward for those who believe we check our brains at the door.",1,0
"I have seen bad films but this took the p***. Made no sense, and all the characters do is swear every couple of seconds, oh and i think one has a low sperm count. Its that good. A welshman plays a sweary cockney. A posh english bloke plays a foul mouthed unlovable rogue of a paddy, and some lesser lights play dim tarts.And there are some Russian gangsters. Oh yes some one has a gun and maybe talks rubbish whilst high on drugs.Avoid this film like the plague.",1,0
"Fairly good movie, but not a true story.Rubin ""Hurricane"" Carter was a notorius liar, a murder and was never found not guilty. New Jersey State just didn't go for it a third time as 20 years had gone. Carter got an offer in 1976: ""Pass a lie test and go free"". He didn't take it. This film should never have been made, but money talks. A lot of people have unjustly spend their lives in prison and undoubtedly more blacks than white. Why choose a fake story?Jens",1,0
"In the standard view, this is a purely awful movie. However, it rates a near perfect score on the unintentional comedy scale. I can think of few actual comedies that make me laugh as hard as I did watching this movie. Andy Griffith's ghost dressed in Native American garb dancing sends me into hysterics everytime. I wouldn't waste the gas or energy driving to the video store to rent it, but if you happen to be laying on the couch at 3 in the morning and it comes on TV, check it out.",2,0
"Your attitude going into Prom Night II will determine how much joy you take away from the film. If you're expecting a horror masterpiece, look elsewhere. If you like campy movies that are rather fun to watch unfold, you'll like this. Lisa Schrage has the time of her life playing an over the top Mary Lou and Wendy Loyd channels Schrage's rage perfectly during her time ""possessed"".Not classic cinema but a fun way to kill a couple of hours with a wicked ending.",4,0
"This is a movie about how men think women think about love. No woman describes a one-night sexual encounter and declares it a love story.Of the ten monologues I felt only three really had any kind of truth ring through them. I kept waiting for the film to get better, and it did a bit, but never better enough.This is an interesting concept, and I kept wanting it to be good, but it never succeeded. Maybe if they actually WERE love stories it would have worked.",3,0
"Worst. Movie. Ever.What was the purpose of filming this remake (aside from turning it into a 90-minute informercial for the movie's soundtrack)? Zombies that *run*??? I guess the director never watched the original ""Dead"" films, which show stiff-limbed (from rigor mortis) creatures shuffling/shambling toward their living prey.And how, exactly, did the survivors know which boat in the marina belonged to the recently departed Steve?1/10",1,0
"Just saw this movie on TV and I have to admit, I was a bit surprised it was even on. There were so many goofs, mess-ups, and bad editing that an old episode of Sesame Street would have been better to watch. The acting was OK, but please, you can really feel the ""Straight to Video"" feeling. The cast/crew made this movie a bad melodrama. Yes, there is a message in the movie, but just wait until ten minutes before the ending to hear it. Trust me, you wouldn't even tell the difference.",1,0
"I was actually planning to see this movie when I noticed it in my TV guide but after about 5 minutes decided time is definitely more precious than ""Who's That Girl"" could ever be worth. Describing how bad Madonna's acting looks like is impossible and the end result is one of the most annoying characters ever captured on film. This crap is an insult to movies and intellect. I almost never! rate a movie I don't see from start to finish, but in this case the former is impossible. 2/10",3,0
"The previews were so funny that I couldn't wait to see this movie. I just got home and I have to say I couldn't have been more embarrassed at this movie. Yes there were times where the jokes were funny, but the stereotypical roles were painful. Joan Plowright is a fine actress but the scene with the ""negro spiritual"" was just in poor taste. Needless to say the laughs were few and far between in the movie house for a largely white crowd (I was one of a very small handful of blacks).",4,0
"There comes a time in every big name actor's career when they get sloppy and accept projects that they wouldn't have touched with a 1000 ft. pole in their golden days. Remember ""Taxi Driver""? That was a fine film. I can hardly believe that the De Niro of ""Showtime"" is the same actor.I would rather watch ""Time Chasers"" twice than see this film again. If anyone offers to take you to see ""Showtime"" or gives you free passes, or whatever, run away as fast and far as you can.",1,0
"The Palestinian situation is fertile and as-yet largely fallow soil for film-making. 'Divine Intervention' tries hard, and gives us an insightful peek into the almost surreal life of those caught up in the troubles, but the film amounts to little more than a handful of (admittedly lovely) visual jokes thrown onto celluloid, while the links between them become increasingly obscure as the film progresses. A missed opportunity to say something more coherent about a very topical issue.",4,0
"If Jacqueline McKenzie and John Lynch weren't such talented actors this film would probably be even worse than it actually is.The story of two mentally disturbed people who fall in love and have a baby is an interesting one,and well worth exploring.However on the negative side,the plot becomes increasingly over the top as the story progresses,and the music choices more and more bizarre,so that by the end I found myself laughing when I know the director intended for me to be crying.",4,0
"The original DeMille movie was made in 1938 with Frederic March. A very good film indeed. Hollywood's love of remakes brings us a fairly interesting movie starring Yul Brynner. He of course was brilliant as he almost always seemed to be in all of his movies. Charlton Heston as Andrew Jackson was a stroke of genius. However, the movie did tend to get a little long in places. It does not move at the pace of the 1938 version. Still, it is a fun movie that should be seen at least once.",7,1
"I first saw this movie in Papua New Guinea in 1967 and have remembered it since, although I have never seen it since that first time.Just how easily good people's lives can be destroyed by the pure evil that existed then and still does is a memory that will haunt me forever.The movie is funny and immensely sad at the same time and the role played by Anthony quinn is superb.This movie should be in all college studies about man's inhumanity to man.",10,1
"A fantastic film featuring great Aussie talent. Director Mark Lamprell dealt with the potentially sob-inducing subject matter in a way which was humorous and refreshing. Definitely the highlight of the 2000 Brisbane International Film Festival. Australian film veteran, Sam Neill was, as always, fabulous in the role of Frank's uni professor and new talent Matt Newton gave a performance which will have people saying, "" you know, Bert Newton, Matt's dad!"" Get out and see this movie!!!",10,1
"remember back when this movie was made by robert downey senior. a very good entertaining black awareness feature, which, was an underground hit in california-los angeles, and new york at the time. a hippy loved classic where, changes which occur in the business world are striking, refreshing and interesting comedy.non compliant, not like basic society at the time of 1969 now watched, is still very good,but today's life in america totally diferent from 69. good for the baby boomers.",8,1
"I think that Gost'ya Iz Buduschego is one of the best Russians minis for teens. I think i were near 6-8 parts of the movie. ""One boy form 6th grade found a time machine in the old house where nobody lived. And he goes to the 21st century, just 100 years in future. In future he meat pirates, they tried to steal a ""milafon"" - machine to read minds and a story started..."" Soundtrack for that movie was very popular in Soviet Union. Everybody loved that movie which was on TV every year.",10,1
"The storyline is absurd and lame,also sucking are performances and the dialogue, is hard to keep your Eyes open. I advise you to have a caffeine-propelled friend handy to wake you in time for a couple Gore-effects.Why they bring Alcatraz in?In this case,becomes increasingly difficult to swallow. All the while ,i wondered who this film aimed for?Chock full of lame subplots (such as the Cannibalism US Army-captain)This is low-grade in every aspect.BTW this Movie is banned in Germany!!",4,0
"What is this?! Is it a comedy, a horror movie or just nothing?? This is by far the worst movie i have ever seen. Especially the scene in romania when he becomes the werewolf, that must be the worst scene that has ever been made. This movie isn't funny, it isn't scary and not entertaining at all. Please do yourself (and me, i don't think anyone should suffer through this movie) a favour and DON'T WATCH THIS MOVIE!! If you get is a present, just throw it away and chop it in to pieces.",1,0
"I enjoyed the beautiful scenery in this movie the first time I saw it when I was 9 . Dunderklumpen is kind of cute for kiddies in a corny way. It reminded me of HRPUFFINSTUFF on sat mornings, Its Swedish backdrops make it easy on the eyes . Don't expect older kids to be interested as the live action/animation is way behind the times and most older kids will get bored.This is definitely an under 10 age set movie and a nice bit of memories for those of us who were little kids in 1974.",3,0
"New York family is the last in their neighborhood to get a television set, which nearly ruins David Niven's marriage to Mitzi Gaynor. Bedroom comedy that rarely ventures into the bedroom(and nothing sexy happens there anyway). Gaynor as an actress has about as much range as an oven--she turns on, she turns off. Film's sole compensation is a supporting performance by perky Patty Duke, pre-""Miracle Worker"", as Niven's daughter. She's delightful; ""Happy Anniversary"" is not. * from ****",1,0
"The movie wasn't all that great. The book is better. But the movie wasn't all that bad either. It was interesting to say the least. The plot had enough suspense to keep me watching although I wouldn't say I was actually interested in the movie itself. Janine Turner and Antonio Sabato Jr are both gorgeous enough to keep you watching :)They have a few cute scene's that should appeal to the romantic's. Overall I'd give the movie a 7 or 8. It wasn't bad, Just a little lacking plot wise.",10,1
"Had fun watching this film.. despite the feeling I got a lot of the time, that this film was almost copying Monsters Inc. There're quite a few things that are extremely similar between the two, the relationship between an animal/monster and a small child, other animals trying to break that relationship, etc. It felt like that pretty much throughout the film, to me.One of the redeeming features though, is Scrat :) Very very funny character, even if he serves no purpose :)",7,1
